StrategyID,Strategy,StrategyComplexity,RequestedStrategy,AcceptanceRule,RequireModelAgreement,UseViewSD,UseFeatureTypicality,ConfidenceThreshold,ViewSDThreshold,FeaturePercentileThreshold,ViewSDGateActive,FeatureGateActive,TotalCount,AcceptedCount,DeferredCount,Coverage,CoveragePercent,ReviewRate,ReviewRatePercent,AcceptedErrors,AcceptedErrorRate,AcceptedErrorPercent,AcceptedAccuracy,AcceptedSensitivity,AcceptedSpecificity,AcceptedBalancedAccuracy,FalseNegativesAmongAccepted,AcceptedTruePositives,AcceptedTrueNegatives,AcceptedFalsePositives,AcceptedFalseNegatives
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,inf,,,False,False,120,0,120,0,0,1,100,0,,,,,,,0,0,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,7.6831209953185766,,,False,False,120,1,119,0.0083333333333333332,0.83333333333333337,0.9916666666666667,99.166666666666671,0,0,0,1,1,,,0,1,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.6856964866057425,,,False,False,120,2,118,0.016666666666666666,1.6666666666666667,0.98333333333333328,98.333333333333329,0,0,0,1,1,,,0,2,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.6488173728535465,,,False,False,120,3,117,0.025000000000000001,2.5,0.97499999999999998,97.5,0,0,0,1,1,,,0,3,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.5773796704546772,,,False,False,120,4,116,0.033333333333333333,3.3333333333333335,0.96666666666666667,96.666666666666671,0,0,0,1,1,,,0,4,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.3458647179932628,,,False,False,120,5,115,0.041666666666666664,4.166666666666667,0.95833333333333337,95.833333333333329,0,0,0,1,1,,,0,5,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.2098610748637686,,,False,False,120,6,114,0.050000000000000003,5,0.94999999999999996,95,0,0,0,1,1,,,0,6,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.1881994063343893,,,False,False,120,7,113,0.058333333333333334,5.833333333333333,0.94166666666666665,94.166666666666671,0,0,0,1,1,,,0,7,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.185215732493913,,,False,False,120,8,112,0.066666666666666666,6.666666666666667,0.93333333333333335,93.333333333333329,0,0,0,1,1,,,0,8,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,6.0812452116579809,,,False,False,120,9,111,0.074999999999999997,7.5,0.92500000000000004,92.5,0,0,0,1,1,,,0,9,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.9995846087355114,,,False,False,120,10,110,0.083333333333333329,8.3333333333333339,0.91666666666666663,91.666666666666671,0,0,0,1,1,,,0,10,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.8910641863515174,,,False,False,120,11,109,0.09166666666666666,9.1666666666666661,0.90833333333333333,90.833333333333329,0,0,0,1,1,,,0,11,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.7602437231072496,,,False,False,120,12,108,0.10000000000000001,10,0.90000000000000002,90,0,0,0,1,1,,,0,12,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.7529399846346703,,,False,False,120,13,107,0.10833333333333334,10.833333333333334,0.89166666666666672,89.166666666666671,0,0,0,1,1,,,0,13,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.6253442424435782,,,False,False,120,14,106,0.11666666666666667,11.666666666666666,0.8833333333333333,88.333333333333329,0,0,0,1,1,,,0,14,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.5534049928315135,,,False,False,120,15,105,0.125,12.5,0.875,87.5,0,0,0,1,1,,,0,15,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.5282075543019378,,,False,False,120,16,104,0.13333333333333333,13.333333333333334,0.8666666666666667,86.666666666666671,0,0,0,1,1,,,0,16,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.5210396354694415,,,False,False,120,17,103,0.14166666666666666,14.166666666666666,0.85833333333333328,85.833333333333329,0,0,0,1,1,,,0,17,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.509511693637088,,,False,False,120,18,102,0.14999999999999999,15,0.84999999999999998,85,0,0,0,1,1,,,0,18,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.4849939806468431,,,False,False,120,19,101,0.15833333333333333,15.833333333333334,0.84166666666666667,84.166666666666671,0,0,0,1,1,,,0,19,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.4079531812667412,,,False,False,120,20,100,0.16666666666666666,16.666666666666668,0.83333333333333337,83.333333333333329,0,0,0,1,1,,,0,20,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.3785563042948645,,,False,False,120,21,99,0.17499999999999999,17.5,0.82499999999999996,82.5,0,0,0,1,1,,,0,21,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.3571859882912509,,,False,False,120,22,98,0.18333333333333332,18.333333333333332,0.81666666666666665,81.666666666666671,0,0,0,1,1,,,0,22,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.2406772398779573,,,False,False,120,23,97,0.19166666666666668,19.166666666666668,0.80833333333333335,80.833333333333329,0,0,0,1,1,,,0,23,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.1956574951494776,,,False,False,120,24,96,0.20000000000000001,20,0.80000000000000004,80,0,0,0,1,1,,,0,24,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.1680954394426184,,,False,False,120,25,95,0.20833333333333334,20.833333333333332,0.79166666666666663,79.166666666666671,0,0,0,1,1,,,0,25,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.1380611437872421,,,False,False,120,26,94,0.21666666666666667,21.666666666666668,0.78333333333333333,78.333333333333329,0,0,0,1,1,,,0,26,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.084223529810421,,,False,False,120,27,93,0.22500000000000001,22.5,0.77500000000000002,77.5,0,0,0,1,1,,,0,27,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.0706383787726086,,,False,False,120,28,92,0.23333333333333334,23.333333333333332,0.76666666666666672,76.666666666666671,0,0,0,1,1,,,0,28,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.0409589609016274,,,False,False,120,29,91,0.24166666666666667,24.166666666666668,0.7583333333333333,75.833333333333329,0,0,0,1,1,,,0,29,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,5.0002677546048542,,,False,False,120,30,90,0.25,25,0.75,75,0,0,0,1,1,,,0,30,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.9726242996704899,,,False,False,120,31,89,0.25833333333333336,25.833333333333332,0.7416666666666667,74.166666666666671,0,0,0,1,1,,,0,31,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.9622043863965981,,,False,False,120,32,88,0.26666666666666666,26.666666666666668,0.73333333333333328,73.333333333333329,0,0,0,1,1,,,0,32,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.9303703606799978,,,False,False,120,33,87,0.27500000000000002,27.5,0.72499999999999998,72.5,0,0,0,1,1,,,0,33,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.9238478726277499,,,False,False,120,34,86,0.28333333333333333,28.333333333333332,0.71666666666666667,71.666666666666671,0,0,0,1,1,,,0,34,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.8669551728462563,,,False,False,120,35,85,0.29166666666666669,29.166666666666668,0.70833333333333337,70.833333333333329,0,0,0,1,1,,,0,35,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.8518445696806269,,,False,False,120,36,84,0.29999999999999999,30,0.69999999999999996,70,0,0,0,1,1,,,0,36,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.7047127187796765,,,False,False,120,37,83,0.30833333333333335,30.833333333333332,0.69166666666666665,69.166666666666671,0,0,0,1,1,,,0,37,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.6401546378499363,,,False,False,120,38,82,0.31666666666666665,31.666666666666668,0.68333333333333335,68.333333333333329,0,0,0,1,1,,,0,38,0,0,0
confidence_only,Confidence only,1,True,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,4.5688373344367577,,,False,False,120,39,81,0.32500000000000001,32.5,0.67500000000000004,67.5,0,0,0,1,1,,,0,39,0,0,0
